"Epoch","FCNN_Late_Fusion_ultrasound - _step","FCNN_Late_Fusion_ultrasound - _step__MIN","FCNN_Late_Fusion_ultrasound - _step__MAX","FCNN_Late_Fusion_ultrasound - Pearson/Val","FCNN_Late_Fusion_ultrasound - Pearson/Val__MIN","FCNN_Late_Fusion_ultrasound - Pearson/Val__MAX","FCNN_Mid_Fusion_ultrasound - _step","FCNN_Mid_Fusion_ultrasound - _step__MIN","FCNN_Mid_Fusion_ultrasound - _step__MAX","FCNN_Mid_Fusion_ultrasound - Pearson/Val","FCNN_Mid_Fusion_ultrasound - Pearson/Val__MIN","FCNN_Mid_Fusion_ultrasound - Pearson/Val__MAX","FCNN_no_ultrasound - _step","FCNN_no_ultrasound - _step__MIN","FCNN_no_ultrasound - _step__MAX","FCNN_no_ultrasound - Pearson/Val","FCNN_no_ultrasound - Pearson/Val__MIN","FCNN_no_ultrasound - Pearson/Val__MAX","UNet_Late_Fusion_ultrasound - _step","UNet_Late_Fusion_ultrasound - _step__MIN","UNet_Late_Fusion_ultrasound - _step__MAX","UNet_Late_Fusion_ultrasound - Pearson/Val","UNet_Late_Fusion_ultrasound - Pearson/Val__MIN","UNet_Late_Fusion_ultrasound - Pearson/Val__MAX","UNet_Mid_Fusion_ultrasound - _step","UNet_Mid_Fusion_ultrasound - _step__MIN","UNet_Mid_Fusion_ultrasound - _step__MAX","UNet_Mid_Fusion_ultrasound - Pearson/Val","UNet_Mid_Fusion_ultrasound - Pearson/Val__MIN","UNet_Mid_Fusion_ultrasound - Pearson/Val__MAX","UNet_no_ultrasound - _step","UNet_no_ultrasound - _step__MIN","UNet_no_ultrasound - _step__MAX","UNet_no_ultrasound - Pearson/Val","UNet_no_ultrasound - Pearson/Val__MIN","UNet_no_ultrasound - Pearson/Val__MAX"
"61","","","","","","","185","185","185","0.6613556142043159","0.6613556142043159","0.6613556142043159","","","","","","","185","185","185","0.7247106266569435","0.7247106266569435","0.7247106266569435","185","185","185","0.7280187871679179","0.7280187871679179","0.7280187871679179","185","185","185","0.6267377547724884","0.6267377547724884","0.6267377547724884"
"62","","","","","","","188","188","188","0.6606294779150579","0.6606294779150579","0.6606294779150579","","","","","","","188","188","188","0.7285071237223324","0.7285071237223324","0.7285071237223324","188","188","188","0.7306313202505549","0.7306313202505549","0.7306313202505549","188","188","188","0.6456071092761106","0.6456071092761106","0.6456071092761106"
"63","","","","","","","191","191","191","0.6627441221125036","0.6627441221125036","0.6627441221125036","","","","","","","191","191","191","0.7287901940569705","0.7287901940569705","0.7287901940569705","191","191","191","0.7185590464928591","0.7185590464928591","0.7185590464928591","191","191","191","0.641314513258801","0.641314513258801","0.641314513258801"
"64","","","","","","","194","194","194","0.6646939868313275","0.6646939868313275","0.6646939868313275","","","","","","","194","194","194","0.7290907998647401","0.7290907998647401","0.7290907998647401","194","194","194","0.7274143111205549","0.7274143111205549","0.7274143111205549","194","194","194","0.6457692579284545","0.6457692579284545","0.6457692579284545"
"65","","","","","","","197","197","197","0.6658926025047412","0.6658926025047412","0.6658926025047412","","","","","","","197","197","197","0.7272837124476792","0.7272837124476792","0.7272837124476792","197","197","197","0.735016566828888","0.735016566828888","0.735016566828888","197","197","197","0.647843648686081","0.647843648686081","0.647843648686081"
"66","","","","","","","200","200","200","0.6626237842610095","0.6626237842610095","0.6626237842610095","","","","","","","200","200","200","0.721775742919383","0.721775742919383","0.721775742919383","200","200","200","0.7196121637820305","0.7196121637820305","0.7196121637820305","200","200","200","0.6406175956651651","0.6406175956651651","0.6406175956651651"
"67","","","","","","","203","203","203","0.6622459740963104","0.6622459740963104","0.6622459740963104","","","","","","","203","203","203","0.7324731311054538","0.7324731311054538","0.7324731311054538","203","203","203","0.732741175839862","0.732741175839862","0.732741175839862","203","203","203","0.6452764311433669","0.6452764311433669","0.6452764311433669"
"68","","","","","","","206","206","206","0.6663416771721875","0.6663416771721875","0.6663416771721875","","","","","","","206","206","206","0.7182623122050814","0.7182623122050814","0.7182623122050814","206","206","206","0.7287910526817554","0.7287910526817554","0.7287910526817554","206","206","206","0.6431811342998031","0.6431811342998031","0.6431811342998031"
"69","","","","","","","209","209","209","0.6660107810774203","0.6660107810774203","0.6660107810774203","","","","","","","209","209","209","0.7308625135315403","0.7308625135315403","0.7308625135315403","209","209","209","0.726195625641481","0.726195625641481","0.726195625641481","209","209","209","0.6509106673320965","0.6509106673320965","0.6509106673320965"
"70","","","","","","","212","212","212","0.6655428403110107","0.6655428403110107","0.6655428403110107","","","","","","","212","212","212","0.7291682912903943","0.7291682912903943","0.7291682912903943","212","212","212","0.7367646310068034","0.7367646310068034","0.7367646310068034","212","212","212","0.6381826125682993","0.6381826125682993","0.6381826125682993"
"71","","","","","","","215","215","215","0.6637625080435049","0.6637625080435049","0.6637625080435049","","","","","","","215","215","215","0.7184100919551936","0.7184100919551936","0.7184100919551936","215","215","215","0.7407071331831543","0.7407071331831543","0.7407071331831543","215","215","215","0.6355965216272977","0.6355965216272977","0.6355965216272977"
"72","","","","","","","218","218","218","0.6635131967767417","0.6635131967767417","0.6635131967767417","","","","","","","218","218","218","0.7270426175232552","0.7270426175232552","0.7270426175232552","218","218","218","0.726676795153178","0.726676795153178","0.726676795153178","218","218","218","0.6472782893973192","0.6472782893973192","0.6472782893973192"
"73","","","","","","","221","221","221","0.669701039465668","0.669701039465668","0.669701039465668","","","","","","","221","221","221","0.7348428165440251","0.7348428165440251","0.7348428165440251","221","221","221","0.7222683917717164","0.7222683917717164","0.7222683917717164","221","221","221","0.6464459273284319","0.6464459273284319","0.6464459273284319"
"74","","","","","","","224","224","224","0.6646388844126915","0.6646388844126915","0.6646388844126915","","","","","","","224","224","224","0.7189128827708402","0.7189128827708402","0.7189128827708402","224","224","224","0.7358325287552024","0.7358325287552024","0.7358325287552024","224","224","224","0.6521266682491802","0.6521266682491802","0.6521266682491802"
"75","","","","","","","227","227","227","0.6724292168663679","0.6724292168663679","0.6724292168663679","","","","","","","227","227","227","0.7226405504089057","0.7226405504089057","0.7226405504089057","227","227","227","0.7340168111929264","0.7340168111929264","0.7340168111929264","227","227","227","0.6501445084502822","0.6501445084502822","0.6501445084502822"
"76","","","","","","","230","230","230","0.6653684908716928","0.6653684908716928","0.6653684908716928","","","","","","","230","230","230","0.732434907846629","0.732434907846629","0.732434907846629","230","230","230","0.7303405330397863","0.7303405330397863","0.7303405330397863","230","230","230","0.6314282299309357","0.6314282299309357","0.6314282299309357"
"77","","","","","","","233","233","233","0.670266958762802","0.670266958762802","0.670266958762802","","","","","","","233","233","233","0.7294369072594183","0.7294369072594183","0.7294369072594183","233","233","233","0.7309160058421847","0.7309160058421847","0.7309160058421847","233","233","233","0.6511532299104761","0.6511532299104761","0.6511532299104761"
"78","","","","","","","236","236","236","0.668278152134969","0.668278152134969","0.668278152134969","","","","","","","236","236","236","0.7287913824838139","0.7287913824838139","0.7287913824838139","236","236","236","0.7439087877612908","0.7439087877612908","0.7439087877612908","236","236","236","0.6490348945149289","0.6490348945149289","0.6490348945149289"
"79","","","","","","","239","239","239","0.6731937222324382","0.6731937222324382","0.6731937222324382","","","","","","","239","239","239","0.7388378825822366","0.7388378825822366","0.7388378825822366","239","239","239","0.7391147821156692","0.7391147821156692","0.7391147821156692","239","239","239","0.650247239256605","0.650247239256605","0.650247239256605"
"80","","","","","","","242","242","242","0.673441983003885","0.673441983003885","0.673441983003885","","","","","","","242","242","242","0.7201169489407429","0.7201169489407429","0.7201169489407429","242","242","242","0.7365947301116138","0.7365947301116138","0.7365947301116138","242","242","242","0.6504479729514971","0.6504479729514971","0.6504479729514971"
"81","","","","","","","245","245","245","0.6754288659637656","0.6754288659637656","0.6754288659637656","","","","","","","245","245","245","0.7218175333180104","0.7218175333180104","0.7218175333180104","245","245","245","0.737913647177647","0.737913647177647","0.737913647177647","245","245","245","0.6360777185356525","0.6360777185356525","0.6360777185356525"
"82","","","","","","","248","248","248","0.6698813109294826","0.6698813109294826","0.6698813109294826","","","","","","","248","248","248","0.7328787738722075","0.7328787738722075","0.7328787738722075","248","248","248","0.7208646394664552","0.7208646394664552","0.7208646394664552","248","248","248","0.6447103537801211","0.6447103537801211","0.6447103537801211"
"83","","","","","","","251","251","251","0.6697122501212961","0.6697122501212961","0.6697122501212961","","","","","","","251","251","251","0.7319809137011561","0.7319809137011561","0.7319809137011561","251","251","251","0.7353190758363705","0.7353190758363705","0.7353190758363705","251","251","251","0.6499919646400312","0.6499919646400312","0.6499919646400312"
"84","","","","","","","254","254","254","0.6732346788689054","0.6732346788689054","0.6732346788689054","","","","","","","254","254","254","0.7330146758262821","0.7330146758262821","0.7330146758262821","254","254","254","0.7474403592709244","0.7474403592709244","0.7474403592709244","254","254","254","0.6514482048608146","0.6514482048608146","0.6514482048608146"
"85","","","","","","","257","257","257","0.6741085993490309","0.6741085993490309","0.6741085993490309","","","","","","","257","257","257","0.7285932967735282","0.7285932967735282","0.7285932967735282","257","257","257","0.7384952242975464","0.7384952242975464","0.7384952242975464","257","257","257","0.6501266161860357","0.6501266161860357","0.6501266161860357"
"86","","","","","","","260","260","260","0.6745847035739979","0.6745847035739979","0.6745847035739979","","","","","","","260","260","260","0.7312976614270861","0.7312976614270861","0.7312976614270861","260","260","260","0.7473384219724216","0.7473384219724216","0.7473384219724216","260","260","260","0.6570317864097531","0.6570317864097531","0.6570317864097531"
"87","","","","","","","263","263","263","0.6755648623465565","0.6755648623465565","0.6755648623465565","","","","","","","263","263","263","0.7247529949763023","0.7247529949763023","0.7247529949763023","263","263","263","0.7382301810470121","0.7382301810470121","0.7382301810470121","263","263","263","0.6542675297586299","0.6542675297586299","0.6542675297586299"
"88","","","","","","","266","266","266","0.6716074613927233","0.6716074613927233","0.6716074613927233","","","","","","","266","266","266","0.7355104812967161","0.7355104812967161","0.7355104812967161","266","266","266","0.7491414302443776","0.7491414302443776","0.7491414302443776","266","266","266","0.6531882580192776","0.6531882580192776","0.6531882580192776"
"89","","","","","","","269","269","269","0.6723860787662994","0.6723860787662994","0.6723860787662994","","","","","","","269","269","269","0.7311587538215759","0.7311587538215759","0.7311587538215759","269","269","269","0.7334831707413131","0.7334831707413131","0.7334831707413131","269","269","269","0.6498535409476305","0.6498535409476305","0.6498535409476305"
"90","","","","","","","272","272","272","0.675430364129292","0.675430364129292","0.675430364129292","","","","","","","272","272","272","0.7190180080542746","0.7190180080542746","0.7190180080542746","272","272","272","0.7469086092055606","0.7469086092055606","0.7469086092055606","272","272","272","0.6410040728747806","0.6410040728747806","0.6410040728747806"
"91","","","","","","","275","275","275","0.6761809110154338","0.6761809110154338","0.6761809110154338","","","","","","","275","275","275","0.7213738414709833","0.7213738414709833","0.7213738414709833","275","275","275","0.7488221356912105","0.7488221356912105","0.7488221356912105","275","275","275","0.6519037573919344","0.6519037573919344","0.6519037573919344"
"92","","","","","","","278","278","278","0.6722041285416213","0.6722041285416213","0.6722041285416213","","","","","","","278","278","278","0.7237632329972329","0.7237632329972329","0.7237632329972329","278","278","278","0.7503675406407132","0.7503675406407132","0.7503675406407132","278","278","278","0.6562114251696516","0.6562114251696516","0.6562114251696516"
"93","","","","","","","281","281","281","0.6745036037660439","0.6745036037660439","0.6745036037660439","","","","","","","281","281","281","0.7371096285673822","0.7371096285673822","0.7371096285673822","281","281","281","0.7464488580775729","0.7464488580775729","0.7464488580775729","281","281","281","0.655273043037347","0.655273043037347","0.655273043037347"
"94","","","","","","","284","284","284","0.6716227805814363","0.6716227805814363","0.6716227805814363","","","","","","","284","284","284","0.7367605142163066","0.7367605142163066","0.7367605142163066","284","284","284","0.7363151918618736","0.7363151918618736","0.7363151918618736","284","284","284","0.6539524655781426","0.6539524655781426","0.6539524655781426"
"95","","","","","","","287","287","287","0.6758888821273409","0.6758888821273409","0.6758888821273409","","","","","","","287","287","287","0.7294782155753743","0.7294782155753743","0.7294782155753743","287","287","287","0.732265270033052","0.732265270033052","0.732265270033052","287","287","287","0.6548287390953115","0.6548287390953115","0.6548287390953115"
"96","","","","","","","290","290","290","0.6813489008370353","0.6813489008370353","0.6813489008370353","","","","","","","290","290","290","0.7336360662894842","0.7336360662894842","0.7336360662894842","290","290","290","0.7483496890571041","0.7483496890571041","0.7483496890571041","290","290","290","0.6568909743019509","0.6568909743019509","0.6568909743019509"
"97","","","","","","","293","293","293","0.6783758504319753","0.6783758504319753","0.6783758504319753","","","","","","","293","293","293","0.734828452605527","0.734828452605527","0.734828452605527","293","293","293","0.7493314843447817","0.7493314843447817","0.7493314843447817","","","","","",""
"98","","","","","","","296","296","296","0.6807722177653995","0.6807722177653995","0.6807722177653995","","","","","","","296","296","296","0.7384844266451422","0.7384844266451422","0.7384844266451422","296","296","296","0.7478446285199009","0.7478446285199009","0.7478446285199009","","","","","",""
"99","","","","","","","299","299","299","0.6758755554205103","0.6758755554205103","0.6758755554205103","","","","","","","299","299","299","0.7387603939133351","0.7387603939133351","0.7387603939133351","299","299","299","0.741803387915081","0.741803387915081","0.741803387915081","","","","","",""
