"Epoch","FCNN_Late_Fusion_ultrasound - _step","FCNN_Late_Fusion_ultrasound - _step__MIN","FCNN_Late_Fusion_ultrasound - _step__MAX","FCNN_Late_Fusion_ultrasound - R2/Val","FCNN_Late_Fusion_ultrasound - R2/Val__MIN","FCNN_Late_Fusion_ultrasound - R2/Val__MAX","FCNN_Mid_Fusion_ultrasound - _step","FCNN_Mid_Fusion_ultrasound - _step__MIN","FCNN_Mid_Fusion_ultrasound - _step__MAX","FCNN_Mid_Fusion_ultrasound - R2/Val","FCNN_Mid_Fusion_ultrasound - R2/Val__MIN","FCNN_Mid_Fusion_ultrasound - R2/Val__MAX","FCNN_no_ultrasound - _step","FCNN_no_ultrasound - _step__MIN","FCNN_no_ultrasound - _step__MAX","FCNN_no_ultrasound - R2/Val","FCNN_no_ultrasound - R2/Val__MIN","FCNN_no_ultrasound - R2/Val__MAX","UNet_Late_Fusion_ultrasound - _step","UNet_Late_Fusion_ultrasound - _step__MIN","UNet_Late_Fusion_ultrasound - _step__MAX","UNet_Late_Fusion_ultrasound - R2/Val","UNet_Late_Fusion_ultrasound - R2/Val__MIN","UNet_Late_Fusion_ultrasound - R2/Val__MAX","UNet_Mid_Fusion_ultrasound - _step","UNet_Mid_Fusion_ultrasound - _step__MIN","UNet_Mid_Fusion_ultrasound - _step__MAX","UNet_Mid_Fusion_ultrasound - R2/Val","UNet_Mid_Fusion_ultrasound - R2/Val__MIN","UNet_Mid_Fusion_ultrasound - R2/Val__MAX","UNet_no_ultrasound - _step","UNet_no_ultrasound - _step__MIN","UNet_no_ultrasound - _step__MAX","UNet_no_ultrasound - R2/Val","UNet_no_ultrasound - R2/Val__MIN","UNet_no_ultrasound - R2/Val__MAX"
"48","","","","","","","146","146","146","0.3776531219482422","0.3776531219482422","0.3776531219482422","","","","","","","146","146","146","0.4816151261329651","0.4816151261329651","0.4816151261329651","146","146","146","0.46208083629608154","0.46208083629608154","0.46208083629608154","146","146","146","0.37002354860305786","0.37002354860305786","0.37002354860305786"
"49","","","","","","","149","149","149","0.36662405729293823","0.36662405729293823","0.36662405729293823","","","","","","","149","149","149","0.49557632207870483","0.49557632207870483","0.49557632207870483","149","149","149","0.47256559133529663","0.47256559133529663","0.47256559133529663","149","149","149","0.3862115740776062","0.3862115740776062","0.3862115740776062"
"50","","","","","","","152","152","152","0.3674861192703247","0.3674861192703247","0.3674861192703247","","","","","","","152","152","152","0.4569319486618042","0.4569319486618042","0.4569319486618042","152","152","152","0.47395968437194824","0.47395968437194824","0.47395968437194824","152","152","152","0.3893362283706665","0.3893362283706665","0.3893362283706665"
"51","","","","","","","155","155","155","0.3676525950431824","0.3676525950431824","0.3676525950431824","","","","","","","155","155","155","0.5068016648292542","0.5068016648292542","0.5068016648292542","155","155","155","0.47289037704467773","0.47289037704467773","0.47289037704467773","155","155","155","0.39159703254699707","0.39159703254699707","0.39159703254699707"
"52","","","","","","","158","158","158","0.3759500980377197","0.3759500980377197","0.3759500980377197","","","","","","","158","158","158","0.4926465153694153","0.4926465153694153","0.4926465153694153","158","158","158","0.46319377422332764","0.46319377422332764","0.46319377422332764","158","158","158","0.39702534675598145","0.39702534675598145","0.39702534675598145"
"53","","","","","","","161","161","161","0.37746191024780273","0.37746191024780273","0.37746191024780273","","","","","","","161","161","161","0.5055979490280151","0.5055979490280151","0.5055979490280151","161","161","161","0.4571373462677002","0.4571373462677002","0.4571373462677002","161","161","161","0.3882649540901184","0.3882649540901184","0.3882649540901184"
"54","","","","","","","164","164","164","0.3728588819503784","0.3728588819503784","0.3728588819503784","","","","","","","164","164","164","0.5012193322181702","0.5012193322181702","0.5012193322181702","164","164","164","0.4696540832519531","0.4696540832519531","0.4696540832519531","164","164","164","0.4019809365272522","0.4019809365272522","0.4019809365272522"
"55","","","","","","","167","167","167","0.37508624792099","0.37508624792099","0.37508624792099","","","","","","","167","167","167","0.5106072425842285","0.5106072425842285","0.5106072425842285","167","167","167","0.4753205180168152","0.4753205180168152","0.4753205180168152","167","167","167","0.40497660636901855","0.40497660636901855","0.40497660636901855"
"56","","","","","","","170","170","170","0.3903467655181885","0.3903467655181885","0.3903467655181885","","","","","","","170","170","170","0.5003762245178223","0.5003762245178223","0.5003762245178223","170","170","170","0.5026432275772095","0.5026432275772095","0.5026432275772095","170","170","170","0.38255977630615234","0.38255977630615234","0.38255977630615234"
"57","","","","","","","173","173","173","0.3831055760383606","0.3831055760383606","0.3831055760383606","","","","","","","173","173","173","0.4993426203727722","0.4993426203727722","0.4993426203727722","173","173","173","0.5023597478866577","0.5023597478866577","0.5023597478866577","173","173","173","0.40550655126571655","0.40550655126571655","0.40550655126571655"
"58","","","","","","","176","176","176","0.3798132538795471","0.3798132538795471","0.3798132538795471","","","","","","","176","176","176","0.4875907301902771","0.4875907301902771","0.4875907301902771","176","176","176","0.4895458221435547","0.4895458221435547","0.4895458221435547","176","176","176","0.3800050616264343","0.3800050616264343","0.3800050616264343"
"59","","","","","","","179","179","179","0.3752326965332031","0.3752326965332031","0.3752326965332031","","","","","","","179","179","179","0.5044354200363159","0.5044354200363159","0.5044354200363159","179","179","179","0.46667414903640747","0.46667414903640747","0.46667414903640747","179","179","179","0.36977893114089966","0.36977893114089966","0.36977893114089966"
"60","","","","","","","182","182","182","0.385947048664093","0.385947048664093","0.385947048664093","","","","","","","182","182","182","0.5085623264312744","0.5085623264312744","0.5085623264312744","182","182","182","0.4584062695503235","0.4584062695503235","0.4584062695503235","182","182","182","0.35287201404571533","0.35287201404571533","0.35287201404571533"
"61","","","","","","","185","185","185","0.381269633769989","0.381269633769989","0.381269633769989","","","","","","","185","185","185","0.4991256594657898","0.4991256594657898","0.4991256594657898","185","185","185","0.4982551336288452","0.4982551336288452","0.4982551336288452","185","185","185","0.38996315002441406","0.38996315002441406","0.38996315002441406"
"62","","","","","","","188","188","188","0.3847041130065918","0.3847041130065918","0.3847041130065918","","","","","","","188","188","188","0.506679356098175","0.506679356098175","0.506679356098175","188","188","188","0.5119670629501343","0.5119670629501343","0.5119670629501343","188","188","188","0.38128435611724854","0.38128435611724854","0.38128435611724854"
"63","","","","","","","191","191","191","0.3866497874259949","0.3866497874259949","0.3866497874259949","","","","","","","191","191","191","0.5071715116500854","0.5071715116500854","0.5071715116500854","191","191","191","0.4815361499786377","0.4815361499786377","0.4815361499786377","191","191","191","0.3851626515388489","0.3851626515388489","0.3851626515388489"
"64","","","","","","","194","194","194","0.3928186893463135","0.3928186893463135","0.3928186893463135","","","","","","","194","194","194","0.5104056000709534","0.5104056000709534","0.5104056000709534","194","194","194","0.4980722665786743","0.4980722665786743","0.4980722665786743","194","194","194","0.40652644634246826","0.40652644634246826","0.40652644634246826"
"65","","","","","","","197","197","197","0.3931567072868347","0.3931567072868347","0.3931567072868347","","","","","","","197","197","197","0.506171703338623","0.506171703338623","0.506171703338623","197","197","197","0.5210203528404236","0.5210203528404236","0.5210203528404236","197","197","197","0.41193461418151855","0.41193461418151855","0.41193461418151855"
"66","","","","","","","200","200","200","0.3995540738105774","0.3995540738105774","0.3995540738105774","","","","","","","200","200","200","0.48252636194229126","0.48252636194229126","0.48252636194229126","200","200","200","0.491086483001709","0.491086483001709","0.491086483001709","200","200","200","0.38829439878463745","0.38829439878463745","0.38829439878463745"
"67","","","","","","","203","203","203","0.39745819568634033","0.39745819568634033","0.39745819568634033","","","","","","","203","203","203","0.5112279653549194","0.5112279653549194","0.5112279653549194","203","203","203","0.5137956738471985","0.5137956738471985","0.5137956738471985","203","203","203","0.4028390645980835","0.4028390645980835","0.4028390645980835"
"68","","","","","","","206","206","206","0.40058404207229614","0.40058404207229614","0.40058404207229614","","","","","","","206","206","206","0.48703402280807495","0.48703402280807495","0.48703402280807495","206","206","206","0.5086380243301392","0.5086380243301392","0.5086380243301392","206","206","206","0.38916540145874023","0.38916540145874023","0.38916540145874023"
"69","","","","","","","209","209","209","0.40176284313201904","0.40176284313201904","0.40176284313201904","","","","","","","209","209","209","0.5083013772964478","0.5083013772964478","0.5083013772964478","209","209","209","0.5160386562347412","0.5160386562347412","0.5160386562347412","209","209","209","0.4178338050842285","0.4178338050842285","0.4178338050842285"
"70","","","","","","","212","212","212","0.39749252796173096","0.39749252796173096","0.39749252796173096","","","","","","","212","212","212","0.5077797770500183","0.5077797770500183","0.5077797770500183","212","212","212","0.5196691751480103","0.5196691751480103","0.5196691751480103","212","212","212","0.39837193489074707","0.39837193489074707","0.39837193489074707"
"71","","","","","","","215","215","215","0.3918459415435791","0.3918459415435791","0.3918459415435791","","","","","","","215","215","215","0.49188363552093506","0.49188363552093506","0.49188363552093506","215","215","215","0.5281634330749512","0.5281634330749512","0.5281634330749512","215","215","215","0.3794254660606384","0.3794254660606384","0.3794254660606384"
"72","","","","","","","218","218","218","0.390552282333374","0.390552282333374","0.390552282333374","","","","","","","218","218","218","0.5067718029022217","0.5067718029022217","0.5067718029022217","218","218","218","0.46005600690841675","0.46005600690841675","0.46005600690841675","218","218","218","0.4021470546722412","0.4021470546722412","0.4021470546722412"
"73","","","","","","","221","221","221","0.40315645933151245","0.40315645933151245","0.40315645933151245","","","","","","","221","221","221","0.5197057127952576","0.5197057127952576","0.5197057127952576","221","221","221","0.49609375","0.49609375","0.49609375","221","221","221","0.4076669216156006","0.4076669216156006","0.4076669216156006"
"74","","","","","","","224","224","224","0.3963218927383423","0.3963218927383423","0.3963218927383423","","","","","","","224","224","224","0.49891799688339233","0.49891799688339233","0.49891799688339233","224","224","224","0.5087175369262695","0.5087175369262695","0.5087175369262695","224","224","224","0.4123907685279846","0.4123907685279846","0.4123907685279846"
"75","","","","","","","227","227","227","0.406011700630188","0.406011700630188","0.406011700630188","","","","","","","227","227","227","0.4913046956062317","0.4913046956062317","0.4913046956062317","227","227","227","0.5314070582389832","0.5314070582389832","0.5314070582389832","227","227","227","0.41458243131637573","0.41458243131637573","0.41458243131637573"
"76","","","","","","","230","230","230","0.4026753902435303","0.4026753902435303","0.4026753902435303","","","","","","","230","230","230","0.5149390697479248","0.5149390697479248","0.5149390697479248","230","230","230","0.5173559188842773","0.5173559188842773","0.5173559188842773","230","230","230","0.3374965190887451","0.3374965190887451","0.3374965190887451"
"77","","","","","","","233","233","233","0.3998603820800781","0.3998603820800781","0.3998603820800781","","","","","","","233","233","233","0.5076849460601807","0.5076849460601807","0.5076849460601807","233","233","233","0.5017772912979126","0.5017772912979126","0.5017772912979126","233","233","233","0.4149301052093506","0.4149301052093506","0.4149301052093506"
"78","","","","","","","236","236","236","0.3966110944747925","0.3966110944747925","0.3966110944747925","","","","","","","236","236","236","0.5009368658065796","0.5009368658065796","0.5009368658065796","236","236","236","0.5366449952125549","0.5366449952125549","0.5366449952125549","236","236","236","0.40351760387420654","0.40351760387420654","0.40351760387420654"
"79","","","","","","","239","239","239","0.41057008504867554","0.41057008504867554","0.41057008504867554","","","","","","","239","239","239","0.5157709121704102","0.5157709121704102","0.5157709121704102","239","239","239","0.5233044028282166","0.5233044028282166","0.5233044028282166","239","239","239","0.4097115993499756","0.4097115993499756","0.4097115993499756"
"80","","","","","","","242","242","242","0.4106130599975586","0.4106130599975586","0.4106130599975586","","","","","","","242","242","242","0.4913504123687744","0.4913504123687744","0.4913504123687744","242","242","242","0.5320070385932922","0.5320070385932922","0.5320070385932922","242","242","242","0.4159352779388428","0.4159352779388428","0.4159352779388428"
"81","","","","","","","245","245","245","0.41035187244415283","0.41035187244415283","0.41035187244415283","","","","","","","245","245","245","0.49478453397750854","0.49478453397750854","0.49478453397750854","245","245","245","0.5291591882705688","0.5291591882705688","0.5291591882705688","245","245","245","0.377776563167572","0.377776563167572","0.377776563167572"
"82","","","","","","","248","248","248","0.3998563885688782","0.3998563885688782","0.3998563885688782","","","","","","","248","248","248","0.50687175989151","0.50687175989151","0.50687175989151","248","248","248","0.488309383392334","0.488309383392334","0.488309383392334","248","248","248","0.4001115560531616","0.4001115560531616","0.4001115560531616"
"83","","","","","","","251","251","251","0.3976956605911255","0.3976956605911255","0.3976956605911255","","","","","","","251","251","251","0.5116490125656128","0.5116490125656128","0.5116490125656128","251","251","251","0.5268888473510742","0.5268888473510742","0.5268888473510742","251","251","251","0.42057424783706665","0.42057424783706665","0.42057424783706665"
"84","","","","","","","254","254","254","0.4096977114677429","0.4096977114677429","0.4096977114677429","","","","","","","254","254","254","0.5147297382354736","0.5147297382354736","0.5147297382354736","254","254","254","0.5328164100646973","0.5328164100646973","0.5328164100646973","254","254","254","0.4164322018623352","0.4164322018623352","0.4164322018623352"
"85","","","","","","","257","257","257","0.40689700841903687","0.40689700841903687","0.40689700841903687","","","","","","","257","257","257","0.5039991140365601","0.5039991140365601","0.5039991140365601","257","257","257","0.5299228429794312","0.5299228429794312","0.5299228429794312","257","257","257","0.37815630435943604","0.37815630435943604","0.37815630435943604"
"86","","","","","","","260","260","260","0.4112391471862793","0.4112391471862793","0.4112391471862793","","","","","","","260","260","260","0.5169951915740967","0.5169951915740967","0.5169951915740967","260","260","260","0.5416143536567688","0.5416143536567688","0.5416143536567688","260","260","260","0.4214102625846863","0.4214102625846863","0.4214102625846863"
"87","","","","","","","263","263","263","0.4157702922821045","0.4157702922821045","0.4157702922821045","","","","","","","263","263","263","0.49318963289260864","0.49318963289260864","0.49318963289260864","263","263","263","0.5244966745376587","0.5244966745376587","0.5244966745376587","263","263","263","0.41411638259887695","0.41411638259887695","0.41411638259887695"
"88","","","","","","","266","266","266","0.40899282693862915","0.40899282693862915","0.40899282693862915","","","","","","","266","266","266","0.5183563232421875","0.5183563232421875","0.5183563232421875","266","266","266","0.5380195379257202","0.5380195379257202","0.5380195379257202","266","266","266","0.4204234480857849","0.4204234480857849","0.4204234480857849"
"89","","","","","","","269","269","269","0.4084542393684387","0.4084542393684387","0.4084542393684387","","","","","","","269","269","269","0.5168799757957458","0.5168799757957458","0.5168799757957458","269","269","269","0.5037564635276794","0.5037564635276794","0.5037564635276794","269","269","269","0.39460134506225586","0.39460134506225586","0.39460134506225586"
"90","","","","","","","272","272","272","0.4128139615058899","0.4128139615058899","0.4128139615058899","","","","","","","272","272","272","0.4865623712539673","0.4865623712539673","0.4865623712539673","272","272","272","0.542732298374176","0.542732298374176","0.542732298374176","272","272","272","0.3847731351852417","0.3847731351852417","0.3847731351852417"
"91","","","","","","","275","275","275","0.40787094831466675","0.40787094831466675","0.40787094831466675","","","","","","","275","275","275","0.4967198967933655","0.4967198967933655","0.4967198967933655","275","275","275","0.5544611215591431","0.5544611215591431","0.5544611215591431","275","275","275","0.4193006157875061","0.4193006157875061","0.4193006157875061"
"92","","","","","","","278","278","278","0.40343427658081055","0.40343427658081055","0.40343427658081055","","","","","","","278","278","278","0.48967665433883667","0.48967665433883667","0.48967665433883667","278","278","278","0.5365253686904907","0.5365253686904907","0.5365253686904907","278","278","278","0.429429292678833","0.429429292678833","0.429429292678833"
"93","","","","","","","281","281","281","0.41160672903060913","0.41160672903060913","0.41160672903060913","","","","","","","281","281","281","0.522063136100769","0.522063136100769","0.522063136100769","281","281","281","0.5391285419464111","0.5391285419464111","0.5391285419464111","281","281","281","0.4107789993286133","0.4107789993286133","0.4107789993286133"
"94","","","","","","","284","284","284","0.4030669331550598","0.4030669331550598","0.4030669331550598","","","","","","","284","284","284","0.5190474987030029","0.5190474987030029","0.5190474987030029","284","284","284","0.5032802820205688","0.5032802820205688","0.5032802820205688","284","284","284","0.4086030125617981","0.4086030125617981","0.4086030125617981"
"95","","","","","","","287","287","287","0.40258944034576416","0.40258944034576416","0.40258944034576416","","","","","","","287","287","287","0.5147689580917358","0.5147689580917358","0.5147689580917358","287","287","287","0.5173966884613037","0.5173966884613037","0.5173966884613037","287","287","287","0.41698187589645386","0.41698187589645386","0.41698187589645386"
"96","","","","","","","290","290","290","0.4309535622596741","0.4309535622596741","0.4309535622596741","","","","","","","290","290","290","0.5175526142120361","0.5175526142120361","0.5175526142120361","290","290","290","0.5459371209144592","0.5459371209144592","0.5459371209144592","290","290","290","0.4205421805381775","0.4205421805381775","0.4205421805381775"
"97","","","","","","","293","293","293","0.419888973236084","0.419888973236084","0.419888973236084","","","","","","","293","293","293","0.5205572247505188","0.5205572247505188","0.5205572247505188","293","293","293","0.541063666343689","0.541063666343689","0.541063666343689","","","","","",""
"98","","","","","","","296","296","296","0.4240453839302063","0.4240453839302063","0.4240453839302063","","","","","","","296","296","296","0.522819459438324","0.522819459438324","0.522819459438324","296","296","296","0.5324414372444153","0.5324414372444153","0.5324414372444153","","","","","",""
"99","","","","","","","299","299","299","0.4155430793762207","0.4155430793762207","0.4155430793762207","","","","","","","299","299","299","0.5197631120681763","0.5197631120681763","0.5197631120681763","299","299","299","0.5274060964584351","0.5274060964584351","0.5274060964584351","","","","","",""
